"State","NAICS.id","All establishments","Establishments not operated for the entire year","Establishments operated for the entire year","Score","NAICS.display-label","RCPTOT","PAYANN","PAYQTR1","EMP","ADMIN_PCT","IMPUT_PCT"
"AR","4471",1568,123,1334,12280.25,"Gasoline stations","6737329","190939","45717","12017","15.6","6.3"
"AR","44711",1398,116,1180,10930.25,"Gasoline stations with convenience stores","4900991","147673","35291","10045","19.2","7.8"
"AR","447110",1398,116,1180,10930.25,"Gasoline stations with convenience stores","4900991","147673","35291","10045","19.2","7.8"
"AR","44719",170,16,154,1350,"Other gasoline stations","1836338","43266","10426","1972","6.1","2.2"
"AR","447190",170,16,154,1350,"Other gasoline stations","1836338","43266","10426","1972","6.1","2.2"
"AR","448",1170,63,1048,6887.75,"Clothing and clothing accessories stores","1216173","147615","36454","10562","12.8","3.4"
"AR","4481",799,58,704,4609.25,"Clothing stores","852729","100851","24898","8199","12.3","3.6"
"AR","44811",36,6,30,185,"Men's clothing stores","26655","4401","1093","195","28.2","7.1"
"AR","448110",36,6,30,185,"Men's clothing stores","26655","4401","1093","195","28.2","7.1"
"AR","44812",328,31,286,1841.5,"Women's clothing stores","237724","30285","7145","2484","11.2","2.3"
"AR","448120",328,31,286,1841.5,"Women's clothing stores","237724","30285","7145","2484","11.2","2.3"
"AR","44813",49,3,46,332,"Children's and infants' clothing stores","49457","5849","1484","563","1.1","0.2"
"AR","448130",49,3,46,332,"Children's and infants' clothing stores","49457","5849","1484","563","1.1","0.2"
"AR","44814",237,15,221,1664.5,"Family clothing stores","453703","47406","11930","3934","12.5","3.7"
"AR","448140",237,15,221,1664.5,"Family clothing stores","453703","47406","11930","3934","12.5","3.7"
"AR","44815",68,10,57,263.25,"Clothing accessories stores","29846","4701","1262","386","27.3","17.5"
"AR","448150",68,10,57,263.25,"Clothing accessories stores","29846","4701","1262","386","27.3","17.5"
"AR","44819",81,13,64,323,"Other clothing stores","55344","8209","1984","637","9.7","2.9"
"AR","448190",81,13,64,323,"Other clothing stores","55344","8209","1984","637","9.7","2.9"
"AR","4482",229,10,213,1458.5,"Shoe stores","209119","23595","5964","1556","3.7","2.7"
"AR","44821",229,10,213,1458.5,"Shoe stores","209119","23595","5964","1556","3.7","2.7"
"AR","448210",229,10,213,1458.5,"Shoe stores","209119","23595","5964","1556","3.7","2.7"
"AR","4483",142,10,131,820,"Jewelry, luggage, and leather goods stores","154325","23169","5592","807","27.6","2.9"
"AR","44831",142,10,131,820,"Jewelry stores","154325","23169","5592","807","27.6","2.9"
"AR","448310",142,10,131,820,"Jewelry stores","154325","23169","5592","807","27.6","2.9"
"AR","451",408,34,361,2147,"Sporting goods, hobby, musical instrument, and book stores","636964","67654","14130","3618","13.0","1.5"
"AR","4511",318,28,279,1607,"Sporting goods, hobby, and musical instrument stores","519348","56453","11603","2877","15.5","1.4"
"AR","45111",192,24,165,998.5,"Sporting goods stores","356982","35807","6926","1605","18.0","1.5"
"AR","451110",192,24,165,998.5,"Sporting goods stores","356982","35807","6926","1605","18.0","1.5"
"AR","45112",51,6,45,295.75,"Hobby, toy, and game stores","120062","14539","3214","854","4.6","0.8"
"AR","451120",51,6,45,295.75,"Hobby, toy, and game stores","120062","14539","3214","854","4.6","0.8"
"AR","45113",40,4,35,163.75,"Sewing, needlework, and piece goods stores","20074","3035","722","268","16.5","4.8"
"AR","451130",40,4,35,163.75,"Sewing, needlework, and piece goods stores","20074","3035","722","268","16.5","4.8"
"AR","45114",35,1,34,149,"Musical instrument and supplies stores","22230","3072","741","150","32.6","1.4"
"AR","451140",35,1,34,149,"Musical instrument and supplies stores","22230","3072","741","150","32.6","1.4"
"AR","4512",90,8,82,540,"Book stores and news dealers","117616","11201","2527","741","2.1","2.0"
"AR","45121",90,8,82,540,"Book stores and news dealers","117616","11201","2527","741","2.1","2.0"
"AR","451211",87,7,80,526.25,"Book stores","D","D","D","f","D","D"
"AR","451212",3,1,2,13.75,"News dealers and newsstands","D","D","D","b","D","D"
"AR","452",774,33,740,6939,"General merchandise stores","7731758","739595","182279","37096","0.2","0.2"
"AR","4521",66,0,66,660,"Department stores","D","D","D","i","D","D"
"AR","45211",66,0,66,660,"Department stores","D","D","D","i","D","D"
"AR","452111",30,0,30,300,"Department stores (except discount department stores)","D","D","D","h","D","D"
"AR","452112",36,0,36,360,"Discount department stores","D","D","D","h","D","D"
"AR","4529",708,33,674,6279,"Other general merchandise stores","D","D","D","k","D","D"
"AR","45291",79,1,78,780,"Warehouse clubs and supercenters","D","D","D","k","D","D"
"AR","452910",79,1,78,780,"Warehouse clubs and supercenters","D","D","D","k","D","D"
"AR","45299",629,33,596,5499,"All other general merchandise stores","936655","79365","19448","5432","1.8","2.0"
"AR","452990",629,33,596,5499,"All other general merchandise stores","936655","79365","19448","5432","1.8","2.0"
"AR","453",1105,91,949,4811.75,"Miscellaneous store retailers","779540","97773","23245","5895","18.3","9.8"
"AR","4531",201,25,172,480.25,"Florists","51781","11559","2751","883","27.7","9.3"
"AR","45311",201,25,172,480.25,"Florists","51781","11559","2751","883","27.7","9.3"
"AR","453110",201,25,172,480.25,"Florists","51781","11559","2751","883","27.7","9.3"
"AR","4532",252,31,213,1069,"Office supplies, stationery, and gift stores","185398","25643","6372","1567","20.6","3.9"
"AR","45321",62,5,57,405.75,"Office supplies and stationery stores","104749","11744","3196","587","6.6","0.5"
"AR","453210",62,5,57,405.75,"Office supplies and stationery stores","104749","11744","3196","587","6.6","0.5"
"AR","45322",190,28,156,663.25,"Gift, novelty, and souvenir stores","80649","13899","3176","980","38.9","8.3"
"AR","453220",190,28,156,663.25,"Gift, novelty, and souvenir stores","80649","13899","3176","980","38.9","8.3"
"AR","4533",211,24,179,640.25,"Used merchandise stores","74007","17499","4081","1189","34.3","12.0"
"AR","45331",211,24,179,640.25,"Used merchandise stores","74007","17499","4081","1189","34.3","12.0"
"AR","453310",211,24,179,640.25,"Used merchandise stores","74007","17499","4081","1189","34.3","12.0"
"AR","4539",441,46,385,2622.25,"Other miscellaneous store retailers","468354","43072","10041","2256","13.8","11.8"
"AR","45391",48,7,41,269.5,"Pet and pet supplies stores","70181","9274","2177","484","9.6","1.4"
